ID,Powiat,Województwo,Powierzchnia ha,Powierzchnia km^2,Ludność,Ludność na km^2,Pożary SUMA,Małe pożary,Średnie pożary,Duże pożary,Bardzo duże pożary,Zagrożenia SUMA,Małe zagrożenia,Lokalne zagrożenia,Średnie zagrożenia,Duże zagrożenia,Gigantyczne/klęski żywiołowe,Fałszywe alarmy SUMA,Złośliwe alarmy,W dobrej wierze,Z urządzeń,Do 30 min.,31-60 min.,61-120 min.,121-240 min.,241-720 min.,do 1 dnia,powyżej 1 dnia,Ofiary śmiertelne SUMA,Ranni SUMA,Ofiary śmiertelne (ratownicy) [pożary],Ranni ratownicy [pożary],Ofiary śmiertelne strażacy [pożary],Ranni strażacy [pożary],Ofiary śmiertelne (inne osoby) [pożary],Ranni (inne osoby) [pożary],Ofiary śmiertelne (dzieci) [pożary],Ranni (dzieci) [pożary],Ofiary śmiertelne (ratownicy) [zagrożenia],Ranni ratownicy [zagrożenia],Ofiary śmiertelne strażacy [zagrożenia],Ranni strażacy [zagrożenia],Ofiary śmiertelne (inne osoby) [zagrożenia],Ranni (inne osoby) [zagrożenia],Ofiary śmiertelne (dzieci) [zagrożenia],Ranni (dzieci) [zagrożenia],Silne wiatry,Przybory wód,Opady śniegu,Opady deszczu,Chemiczne,Ekologiczne,Radiologiczne,Budowlane,Infrastruktury komunalnej,W transporcie drogowym,W transporcie kolejowym,W transporcie lotniczym,Na obszarach wodnych,Medyczne
30,jaworski,dolnośląskie,58155,582,50947,88,301,284,16,1,0,604,189,386,29,0,0,61,2,57,2,150,274,310,124,46,1,0,9,220,0,0,0,0,1,4,0,0,0,1,0,1,8,215,0,22,102,0,2,9,11,4,0,16,34,165,1,0,11,71
2100,Jaworzno,śląskie,15259,153,92090,604,300,291,8,1,0,728,71,648,8,1,0,124,4,80,40,168,476,287,65,25,5,2,10,163,0,1,0,1,4,15,0,0,0,1,0,1,6,146,0,16,74,0,0,21,12,0,0,8,12,152,0,0,3,67
2234,jedrzejowski,świętokrzyskie,125696,1257,86560,69,309,285,22,2,0,477,40,428,9,0,0,21,2,18,1,64,255,338,99,29,0,1,15,146,0,0,0,0,0,5,0,0,0,1,0,0,15,140,0,12,64,0,1,12,9,0,0,10,6,133,3,0,4,45
37,Jelenia Gora,dolnośląskie,10922,109,80072,733,442,428,12,1,1,628,174,439,15,0,0,68,3,58,7,285,441,243,71,26,4,0,9,95,0,1,0,1,3,8,0,3,0,1,0,0,6,85,0,5,127,1,1,12,41,3,0,21,6,95,1,0,5,65
39,jeleniogorski,dolnośląskie,62714,627,64178,102,437,415,21,1,0,776,180,578,18,0,0,58,1,52,5,162,423,435,146,45,1,1,11,146,0,1,0,1,0,15,0,0,0,0,0,0,11,130,1,20,320,3,4,9,23,14,0,18,6,152,0,1,20,67
2525,kaliski,wielkopolskie,115999,1160,83124,72,377,345,29,3,0,629,33,571,25,0,0,21,0,10,11,86,314,406,171,28,0,1,10,162,0,5,0,1,0,6,0,0,0,0,0,0,10,151,0,21,56,2,0,8,5,0,0,9,9,150,2,0,7,83
2537,Kalisz,wielkopolskie,6942,69,101625,1464,289,286,3,0,0,871,177,678,15,1,0,121,2,44,75,356,495,254,41,13,1,0,22,134,0,1,0,1,4,4,0,0,0,1,0,1,18,128,0,7,17,0,0,4,71,1,0,4,12,138,0,0,13,101
49,kamiennogorski,dolnośląskie,39569,396,43999,111,386,363,21,2,0,712,449,255,8,0,0,53,5,31,17,202,422,402,55,16,1,0,7,55,0,0,0,0,0,6,0,1,0,0,0,0,7,49,0,7,56,3,2,5,20,2,0,10,368,55,0,0,3,33
2785,kamienski,zachodniopomorskie,100344,1003,47281,47,361,336,23,2,0,776,88,683,4,1,0,52,3,40,9,281,500,261,68,23,4,0,6,130,0,3,0,1,0,5,0,1,0,0,0,0,6,122,0,24,114,3,9,10,8,1,0,2,2,108,0,0,15,68
1915,kartuski,pomorskie,112054,1121,133841,119,416,407,8,1,0,1685,181,1479,25,0,0,69,15,40,14,288,813,744,160,94,2,0,18,330,0,3,0,1,1,12,0,0,0,1,0,0,17,314,0,30,131,3,3,102,3,4,0,7,12,403,1,0,59,236
2102,Katowice,śląskie,16464,165,296262,1799,1043,1035,4,4,0,3029,444,2543,42,0,0,662,17,312,333,730,1864,1157,243,67,8,3,12,535,0,0,0,0,4,36,1,4,0,4,0,3,8,495,0,43,343,3,4,25,196,2,0,35,79,856,9,1,18,163
2244,kazimierski,świętokrzyskie,42218,422,34049,81,93,83,10,0,0,329,28,295,6,0,0,4,0,4,0,33,163,156,54,16,0,0,5,49,0,0,0,0,0,2,0,0,0,3,0,2,5,44,0,0,55,0,7,4,4,1,0,5,4,53,0,0,11,30
1483,kedzierzynsko-kozielski,opolskie,62513,626,95236,152,334,318,15,0,1,556,94,450,11,1,0,62,1,46,15,106,412,284,70,16,2,0,10,215,0,1,0,1,0,14,0,1,0,0,0,0,10,200,0,19,58,1,0,12,60,2,0,4,8,131,0,0,7,101
2539,kepinski,wielkopolskie,60826,608,56394,93,267,252,12,3,0,538,38,477,23,0,0,54,1,22,31,194,295,220,74,21,1,0,8,139,0,0,0,0,0,4,0,0,0,0,0,0,8,135,0,12,50,0,1,9,8,0,0,8,3,159,1,0,8,77
2401,ketrzynski,warmińsko-mazurskie,121299,1213,63470,52,309,295,14,0,0,356,47,303,6,0,0,56,1,22,33,155,263,178,56,12,0,1,9,123,0,1,0,1,0,9,0,0,0,1,0,0,9,112,0,6,72,6,1,11,23,4,0,4,0,98,0,0,10,73
2250,Kielce,świętokrzyskie,10965,110,196804,1795,467,459,7,0,1,1218,247,906,65,0,0,76,6,58,12,390,866,327,66,36,0,0,30,251,0,1,0,1,3,18,0,0,0,1,0,1,27,231,0,25,61,0,2,24,136,0,0,19,8,196,1,0,12,64
2252,kielecki,świętokrzyskie,224607,2246,210102,94,965,907,56,0,2,1289,66,1173,50,0,0,50,4,46,0,110,746,963,363,70,2,0,26,344,0,0,0,0,3,14,0,0,0,2,0,0,23,328,0,44,114,6,16,146,15,2,0,16,7,396,0,1,10,142
2104,klobucki,śląskie,88859,889,85094,96,625,589,36,0,0,1040,74,953,12,1,0,55,6,43,6,246,808,479,115,13,2,2,11,174,0,0,0,0,0,11,0,0,0,2,0,0,11,161,0,12,93,0,0,29,8,3,0,7,66,163,1,0,4,100
54,klodzki,dolnośląskie,164330,1642,160465,98,1312,1255,55,2,0,1897,360,1470,67,0,0,247,6,153,88,473,1148,1067,422,90,9,0,43,460,0,1,0,1,2,25,0,2,0,3,0,1,41,431,1,32,419,1,4,42,43,2,0,28,44,384,2,2,42,217
1490,kluczborski,opolskie,85191,852,66189,78,322,315,5,0,2,532,76,456,0,0,0,62,2,60,0,201,342,231,61,17,0,2,18,95,0,0,0,0,1,0,0,0,0,0,0,0,17,95,1,4,114,2,1,54,16,3,0,2,7,121,1,0,10,80
1597,kolbuszowski,podkarpackie,77317,774,62401,81,152,142,10,0,0,526,39,478,9,0,0,16,0,9,7,98,260,210,87,23,0,0,10,106,0,0,0,0,1,3,0,0,0,1,0,1,9,102,0,9,63,1,0,36,10,0,0,7,14,158,1,0,1,48
1793,kolnenski,podlaskie,94010,940,38748,41,121,113,6,2,0,396,31,351,13,1,0,13,2,9,2,59,164,212,58,24,0,0,10,78,0,0,0,0,0,2,0,0,0,1,0,1,10,75,1,11,114,22,2,32,1,1,0,10,5,86,0,0,6,33
2792,kolobrzeski,zachodniopomorskie,72466,725,79596,110,414,398,16,0,0,612,125,485,2,0,0,145,5,31,109,263,387,275,71,29,0,1,19,142,0,1,0,1,2,6,0,0,0,0,0,0,17,135,0,10,85,1,0,7,9,2,0,4,5,129,2,0,11,85
2547,kolski,wielkopolskie,101071,1011,87790,87,376,364,11,1,0,814,60,746,8,0,0,65,2,42,21,148,452,488,87,14,1,0,7,106,0,1,0,1,0,9,0,0,0,1,0,0,7,95,0,4,70,3,2,52,5,0,0,16,16,107,0,0,2,75
2272,konecki,świętokrzyskie,113972,1140,81315,71,552,517,35,0,0,675,75,587,11,2,0,18,0,18,0,193,495,419,98,19,2,1,22,125,0,0,0,0,1,9,0,0,0,1,0,1,21,115,0,5,63,0,4,20,18,1,0,4,1,99,3,0,8,65
2559,Konin,wielkopolskie,8216,82,74834,911,289,280,7,1,1,560,60,490,10,0,0,78,2,43,33,259,331,187,54,17,0,1,3,65,0,1,0,0,0,3,0,0,0,1,0,1,3,60,0,2,71,0,0,26,5,0,0,12,2,62,0,0,10,44
2561,koninski,wielkopolskie,157839,1578,129715,82,566,542,23,1,0,826,41,738,44,3,0,53,2,34,17,148,498,527,178,38,3,0,13,170,0,1,0,0,0,10,0,1,0,0,0,0,13,159,0,16,103,1,6,16,6,1,0,13,4,136,3,0,18,77
2576,koscianski,wielkopolskie,72242,722,79253,110,198,184,10,4,0,837,47,755,35,0,0,52,2,24,26,292,418,241,68,12,4,0,13,233,0,0,0,0,1,7,0,0,0,0,0,0,12,226,0,18,42,1,0,9,12,0,0,5,11,187,4,0,4,147
1924,koscierski,pomorskie,116567,1166,72311,62,306,290,16,0,0,792,66,707,19,0,0,103,2,28,73,216,326,343,154,57,2,0,14,249,0,0,0,0,1,16,0,2,0,1,0,0,13,232,0,24,142,3,1,38,5,0,0,7,15,196,0,1,18,134
2800,Koszalin,zachodniopomorskie,9834,98,107670,1095,400,393,7,0,0,467,134,327,6,0,0,66,1,50,15,389,359,93,21,4,1,0,6,97,0,3,0,3,1,8,0,0,0,2,0,2,5,84,0,16,37,0,1,3,14,0,0,9,4,77,0,0,6,31
2802,koszalinski,zachodniopomorskie,165346,1653,66269,40,447,420,25,1,1,587,75,504,8,0,0,60,2,50,8,139,364,358,153,18,1,1,15,191,0,1,0,0,1,2,0,0,0,0,0,0,14,188,0,26,108,2,3,13,10,6,0,3,0,165,0,0,13,73
1170,kozienicki,mazowieckie,91610,916,60699,66,377,355,22,0,0,418,48,361,9,0,0,42,0,38,4,100,277,259,120,37,1,0,7,126,0,0,0,0,1,1,0,0,0,0,0,0,6,125,0,11,62,3,1,31,3,1,0,2,0,143,6,0,8,50
970,Krakow,małopolskie,32685,327,767348,2348,1594,1555,37,2,0,5244,1454,3758,32,0,0,2124,31,709,1384,2062,3136,1237,257,125,16,4,36,561,0,4,0,3,9,29,0,1,0,3,0,3,27,525,0,40,497,13,6,130,341,17,0,39,59,1402,6,0,91,412
952,krakowski,małopolskie,123052,1231,274843,223,1399,1337,60,1,1,2660,338,2297,22,3,0,246,6,155,85,723,1648,1250,367,64,2,5,41,456,1,0,0,0,2,13,0,1,0,1,0,0,38,442,4,37,401,65,6,183,72,5,0,7,9,882,1,2,32,198
1495,krapkowicki,opolskie,44180,442,64227,145,221,210,11,0,0,344,69,273,2,0,0,51,0,44,7,96,258,150,45,14,2,0,9,83,0,0,0,0,2,3,0,0,0,0,0,0,7,80,1,6,68,0,1,15,6,4,0,7,2,102,0,0,3,71
454,krasnicki,lubelskie,100530,1005,96574,96,241,225,16,0,0,771,94,674,3,0,0,46,3,30,13,151,439,313,91,17,0,1,10,200,0,2,0,0,2,10,0,2,0,1,0,1,8,187,0,18,89,1,2,7,18,0,0,6,9,160,0,1,11,55
443,krasnostawski,lubelskie,103144,1031,64432,62,220,213,7,0,0,575,40,528,7,0,0,42,1,19,22,68,232,324,135,35,1,0,8,163,0,1,0,0,1,5,0,0,0,3,0,3,7,154,0,16,91,1,3,16,10,1,0,22,10,133,0,0,12,31
619,krosnienski (lubuskie),lubuskie,139125,1391,55512,40,620,564,48,8,0,548,155,391,2,0,0,61,2,49,10,209,391,364,156,42,4,2,7,86,0,0,0,0,2,7,0,0,0,0,0,0,5,79,0,5,124,1,0,6,12,0,0,1,0,78,1,0,5,49
1606,krosnienski (podkarpackie),podkarpackie,99311,993,112481,113,366,354,12,0,0,977,112,853,12,0,0,74,1,42,31,112,527,472,158,70,3,1,9,261,0,1,0,0,0,4,0,0,0,1,0,1,9,255,0,35,145,26,48,83,12,2,0,13,12,232,0,0,9,48
1604,Krosno,podkarpackie,4350,44,46600,1071,137,135,2,0,0,370,47,319,4,0,0,81,1,25,55,163,215,99,25,5,0,0,4,117,0,0,0,0,1,3,0,1,0,2,0,1,3,112,0,12,43,4,5,11,17,0,0,4,9,100,0,0,2,28
2582,krotoszynski,wielkopolskie,71368,714,77720,109,185,177,6,2,0,647,62,575,10,0,0,19,1,13,5,180,353,232,55,10,1,1,7,111,0,1,0,0,1,4,0,0,0,1,0,0,6,105,0,8,41,0,0,16,17,0,0,2,12,92,1,0,2,72
722,kutnowski,łódzkie,88686,887,98018,111,321,298,18,5,0,667,84,574,9,0,0,77,2,29,46,83,375,377,124,25,4,0,31,215,0,1,0,1,3,4,0,0,0,1,0,0,28,209,1,12,85,2,3,25,18,0,0,15,12,155,2,0,4,80
1933,kwidzynski,pomorskie,83470,835,83423,100,311,298,11,2,0,513,69,430,14,0,0,57,2,29,26,188,299,225,80,28,2,2,5,165,0,1,0,0,0,8,0,0,0,1,0,0,5,155,1,19,66,3,0,24,23,3,0,10,1,127,1,0,11,50
1638,lancucki,podkarpackie,45184,452,80741,179,195,184,10,1,0,575,40,530,4,1,0,39,1,32,6,99,298,248,98,27,0,0,8,151,0,1,0,0,0,4,0,0,0,1,0,0,8,145,0,19,96,5,7,10,12,0,0,19,20,167,1,0,2,64
734,laski,łódzkie,61823,618,50224,81,171,160,10,1,0,582,28,547,7,0,0,34,2,28,4,160,366,167,48,11,1,0,12,64,0,0,0,0,1,2,0,0,0,1,0,1,11,61,0,0,70,1,1,18,7,0,0,3,12,74,1,0,4,52
1940,leborski,pomorskie,70602,706,66333,94,330,314,12,2,2,780,79,680,21,0,0,54,4,27,23,255,399,314,112,29,1,0,10,174,0,2,0,0,1,29,0,12,0,0,0,0,9,143,0,18,30,3,1,25,22,1,0,7,13,155,1,2,20,79
740,leczycki,łódzkie,77275,773,50527,65,203,182,18,2,1,500,27,469,4,0,0,65,6,31,28,118,235,242,80,26,1,1,13,98,0,1,0,1,0,10,0,5,0,0,0,0,13,87,0,2,56,49,0,57,6,0,0,5,6,84,2,0,3,48
498,leczynski,lubelskie,63664,637,57461,90,257,235,21,1,0,312,24,285,3,0,0,15,0,7,8,61,200,216,69,22,1,0,12,144,0,0,0,0,3,14,0,6,0,0,0,0,9,130,0,11,45,1,4,2,13,0,0,7,6,105,1,0,20,31
1178,legionowski,mazowieckie,39076,390,115384,295,510,498,12,0,0,1344,203,1137,4,0,0,236,2,167,67,335,735,535,187,62,0,0,6,113,0,0,0,0,1,4,0,0,0,0,0,0,5,109,0,18,281,6,3,13,14,5,0,4,6,252,4,1,25,69
69,Legnica,dolnośląskie,5629,56,100324,1782,775,751,23,1,0,605,191,398,16,0,0,189,15,90,84,514,626,183,54,3,0,0,9,208,0,1,0,1,3,30,0,5,0,0,0,0,6,177,0,13,28,0,0,4,67,2,0,2,8,102,0,0,6,78
71,legnicki,dolnośląskie,74408,744,55233,74,580,541,36,3,0,498,102,381,15,0,0,69,3,48,18,144,417,393,100,19,5,0,9,191,0,1,0,0,0,4,0,0,0,0,0,0,9,186,0,8,66,0,5,11,27,0,0,7,10,178,0,0,4,80
1617,leski,podkarpackie,83494,835,26606,32,105,95,10,0,0,464,42,417,5,0,0,29,1,16,12,53,162,214,100,39,1,0,10,71,0,1,0,1,1,5,0,0,0,0,0,0,9,65,0,8,29,6,80,19,8,1,0,3,1,77,0,2,16,29
2589,leszczynski,wielkopolskie,80581,806,55883,69,140,133,6,1,0,494,34,451,9,0,0,26,0,9,17,93,283,183,64,9,2,0,8,123,0,0,0,0,0,2,0,2,0,0,0,0,8,121,2,5,19,1,0,5,4,1,0,5,0,119,1,0,4,50
2597,Leszno,wielkopolskie,3186,32,64197,2015,88,86,2,0,0,374,88,283,3,0,0,46,1,15,30,161,199,67,26,8,1,0,9,59,0,0,0,0,0,2,0,0,0,0,0,0,9,57,1,4,14,0,0,2,9,1,0,9,3,54,3,0,0,35
1623,lezajski,podkarpackie,58371,585,69641,119,200,191,8,1,0,510,57,446,7,0,0,23,5,10,8,77,261,224,109,38,1,0,4,129,0,0,0,0,0,7,0,0,0,0,0,0,4,122,0,17,84,11,3,30,19,0,0,16,17,100,1,0,7,56
2408,lidzbarski,warmińsko-mazurskie,92500,925,41840,45,223,217,6,0,0,350,56,293,1,0,0,78,0,44,34,89,225,171,67,21,0,0,12,78,0,1,0,0,5,0,0,0,0,0,0,0,7,77,0,5,47,1,2,12,0,1,0,3,3,83,0,0,15,33
972,limanowski,małopolskie,95123,951,130964,138,300,284,12,4,0,1610,188,1413,8,1,0,101,6,52,43,269,789,629,169,53,1,0,8,214,0,1,0,1,2,4,0,0,0,0,0,0,6,209,0,23,71,288,5,318,18,4,0,5,5,248,0,1,2,88
269,lipnowski,kujawsko-pomorskie,101574,1016,66517,65,295,278,14,3,0,891,32,855,4,0,0,13,2,10,1,233,558,268,105,20,1,1,9,99,0,0,0,0,0,0,0,0,0,0,0,0,9,99,0,3,132,6,3,42,5,0,0,27,9,122,1,0,8,27
1184,lipski,mazowieckie,74022,740,34496,47,114,106,8,0,0,499,48,449,2,0,0,7,0,7,0,63,193,214,96,46,1,0,3,80,0,0,0,0,0,3,0,0,0,1,0,0,3,76,0,5,111,2,9,30,2,6,0,22,4,107,0,0,15,45
2811,lobeski,zachodniopomorskie,106513,1065,37401,35,318,292,21,5,0,362,42,319,1,0,0,26,2,19,5,135,250,219,61,13,2,0,11,55,0,0,0,0,1,4,0,0,0,0,0,0,10,51,0,3,99,2,4,13,3,1,0,2,1,69,1,0,9,25
767,Lodz,łódzkie,29325,293,690422,2354,2212,2184,28,0,0,5740,1102,4545,93,0,0,1098,31,339,728,2599,3563,1448,287,54,1,0,193,1492,0,5,0,5,16,149,0,9,0,7,0,5,177,1331,0,65,458,4,14,266,194,7,0,124,23,957,4,0,24,880
760,lodzki wschodni,łódzkie,49976,500,71182,142,300,288,10,1,1,943,41,871,31,0,0,54,0,45,9,188,553,372,105,25,0,0,13,180,0,0,0,0,3,8,0,0,0,1,0,0,10,171,0,10,73,20,3,36,11,0,0,3,10,174,2,0,3,88
1800,Lomza,podlaskie,3267,33,63092,1931,114,112,2,0,0,257,68,174,15,0,0,25,3,10,12,136,156,46,25,8,0,0,2,61,0,0,0,0,0,3,0,0,0,0,0,0,2,58,0,10,16,1,0,11,15,1,0,4,1,65,0,0,11,13
1802,lomzynski,podlaskie,135459,1355,51084,38,209,203,6,0,0,414,38,363,13,0,0,13,2,10,1,58,209,243,86,26,1,0,10,143,0,0,0,0,2,2,0,0,0,0,0,0,8,141,1,17,130,4,3,13,2,1,0,25,2,137,0,0,7,35
1191,losicki,mazowieckie,77245,772,31335,41,147,134,13,0,0,311,28,282,1,0,0,14,0,14,0,84,159,142,50,23,0,0,12,83,0,0,0,0,1,4,0,0,0,0,0,0,11,79,0,7,46,6,3,2,2,0,0,8,3,98,0,0,0,41
749,lowicki,łódzkie,98817,988,78994,80,251,236,15,0,0,923,44,855,22,2,0,60,1,47,12,178,441,385,136,32,2,0,24,214,0,1,0,0,0,7,0,0,0,0,0,0,24,206,1,5,190,16,1,55,8,1,0,7,15,198,1,1,6,129
1629,lubaczowski,podkarpackie,130837,1308,56086,43,151,143,7,1,0,621,51,567,3,0,0,31,0,18,13,96,263,285,91,31,6,0,6,100,0,0,0,0,0,3,0,0,0,0,0,0,6,97,0,7,88,13,7,16,14,0,0,19,9,109,0,0,2,50
80,lubanski,dolnośląskie,42830,428,54991,128,457,436,19,2,0,602,128,455,18,1,0,111,3,62,46,184,402,319,122,32,0,0,15,147,0,0,0,0,1,12,0,1,0,1,0,1,14,134,1,17,163,2,1,8,21,11,0,13,21,81,0,0,11,70
465,lubartowski,lubelskie,128874,1289,89040,69,386,360,25,1,0,578,52,520,6,0,0,18,1,12,5,138,315,347,134,25,5,0,10,194,0,2,0,0,1,15,0,2,0,1,0,0,9,176,0,23,125,5,1,15,3,0,0,12,10,182,2,0,15,82
479,lubelski,lubelskie,167953,1680,153380,91,497,472,24,0,1,992,62,917,12,1,0,60,2,31,27,176,609,506,171,24,3,0,11,413,0,2,0,1,1,11,0,1,0,2,0,1,10,398,1,33,210,3,9,23,17,2,0,13,14,444,0,1,6,52
88,lubinski,dolnośląskie,71162,712,106320,149,481,461,18,1,1,357,81,270,6,0,0,86,1,78,7,187,364,200,73,12,2,0,22,184,0,0,0,0,0,10,0,0,0,0,0,0,22,174,0,11,36,2,2,23,9,1,0,2,2,122,0,0,4,71
496,Lublin,lubelskie,14747,147,339850,2305,984,968,15,0,1,2051,421,1614,15,1,0,477,22,140,315,1217,1376,369,45,27,1,0,16,715,0,4,0,2,4,43,0,11,0,1,0,1,12,667,0,63,247,4,4,35,109,5,0,21,18,726,2,0,16,66
2114,lubliniecki,śląskie,82225,822,76768,93,208,199,7,1,1,886,60,819,7,0,0,102,0,40,62,149,465,368,90,18,2,2,5,149,0,0,0,0,2,10,0,2,0,0,0,0,3,139,0,14,60,5,3,13,9,0,0,2,6,151,4,0,4,82
505,lukowski,lubelskie,139421,1394,107896,77,274,261,13,0,0,562,43,510,9,0,0,55,4,31,20,112,302,273,120,27,2,0,8,220,0,1,0,1,1,8,0,0,0,0,0,0,7,211,0,30,54,1,0,21,8,0,0,2,2,170,4,0,3,59
93,lwowecki,dolnośląskie,70969,710,46360,65,369,343,26,0,0,469,58,398,12,1,0,33,0,25,8,86,276,303,144,26,2,1,9,115,0,0,0,0,1,5,0,0,0,0,0,0,8,110,0,16,123,1,0,12,9,1,0,13,22,91,1,0,9,40
1198,makowski,mazowieckie,106463,1065,45580,43,163,153,6,4,0,514,26,475,13,0,0,25,0,19,6,96,209,242,85,42,2,1,11,119,0,1,0,1,0,7,0,0,0,1,0,1,11,110,0,7,160,7,0,34,3,0,0,31,1,118,0,0,13,54
1946,malborski,pomorskie,49423,494,63911,129,265,256,9,0,0,540,40,494,6,0,0,49,2,29,18,229,315,185,63,11,0,2,10,102,0,1,0,1,1,5,0,0,0,0,0,0,9,96,0,9,56,3,0,18,23,0,0,0,1,106,2,0,10,58
985,miechowski,małopolskie,67629,676,49315,73,174,158,16,0,0,572,44,517,11,0,0,18,1,16,1,96,310,246,77,17,0,0,8,138,0,0,0,0,0,5,0,0,0,0,0,0,8,133,0,9,71,0,0,29,4,0,0,2,1,134,1,0,0,55
2599,miedzychodzki,wielkopolskie,73644,736,36987,50,159,150,8,1,0,446,36,397,12,1,0,35,1,31,3,119,246,169,56,13,2,0,9,90,0,0,0,0,0,2,0,0,0,0,0,0,9,88,0,11,85,1,0,11,6,0,0,4,3,100,0,0,7,60
627,miedzyrzecki,lubuskie,138761,1388,58249,42,344,327,15,2,0,566,119,445,2,0,0,77,1,66,10,167,315,285,118,24,1,0,13,144,0,1,0,0,2,14,0,0,0,0,0,0,11,129,0,14,119,10,0,7,6,0,0,11,4,157,0,0,18,60
1646,mielecki,podkarpackie,88050,880,136666,155,243,229,11,3,0,614,71,538,5,0,0,68,3,42,23,147,323,266,91,29,1,0,7,223,0,2,0,2,0,14,0,0,0,2,0,2,7,205,0,13,78,0,1,8,32,1,0,7,8,236,1,1,4,73
2123,mikolowski,śląskie,23310,233,97689,419,214,205,7,2,0,1073,67,996,10,0,0,124,6,99,19,208,633,356,61,27,2,0,3,176,0,0,0,0,0,11,0,0,0,0,0,0,3,165,0,22,99,0,2,24,29,0,0,4,28,182,3,0,5,55
99,milicki,dolnośląskie,71493,715,37125,52,262,246,14,2,0,495,76,413,6,0,0,29,3,23,3,64,301,268,104,19,1,0,5,85,0,1,0,1,0,5,0,0,0,0,0,0,5,79,0,1,102,0,0,4,3,1,0,2,4,96,0,0,5,36
1209,minski,mazowieckie,116372,1164,152945,131,518,478,38,1,1,1101,151,945,5,0,0,161,3,96,62,287,615,471,176,68,1,1,23,297,0,3,0,2,4,23,0,1,0,2,0,1,19,269,0,19,142,17,2,12,17,9,0,4,1,272,3,0,21,127
1223,mlawski,mazowieckie,118182,1182,73376,62,293,278,12,2,1,853,49,799,4,1,0,65,1,27,37,283,451,304,93,15,0,0,6,158,0,0,0,0,0,3,0,1,0,0,0,0,6,155,0,33,124,0,2,86,16,0,0,6,10,127,0,0,6,75
279,mogilenski,kujawsko-pomorskie,67512,675,46046,68,175,161,13,1,0,457,33,421,3,0,0,38,4,33,1,98,221,196,80,34,2,1,8,95,0,0,0,0,1,1,0,0,0,0,0,0,7,94,0,4,98,14,2,15,7,1,0,6,3,111,1,0,16,47
1812,moniecki,podlaskie,138179,1382,41011,30,138,130,6,2,0,322,49,271,2,0,0,14,1,13,0,56,140,148,89,26,1,0,8,96,0,3,0,2,2,11,0,1,0,1,0,1,6,81,0,8,123,2,0,35,0,2,0,23,1,58,0,0,12,51
2414,mragowski,warmińsko-mazurskie,106538,1065,50381,47,191,182,7,2,0,353,46,306,1,0,0,83,6,36,41,42,237,175,65,24,1,0,10,126,0,2,0,2,0,4,0,0,0,0,0,0,10,120,0,11,65,1,1,9,8,1,0,1,2,109,0,0,18,72
993,myslenicki,małopolskie,67308,673,126339,188,251,239,12,0,0,1078,98,976,2,2,0,98,2,72,24,226,591,418,69,20,5,0,9,292,0,0,0,0,2,8,0,0,0,0,0,0,7,284,0,65,72,5,4,55,7,0,0,0,1,396,0,2,6,103
2817,mysliborski,zachodniopomorskie,118240,1182,66648,56,509,468,36,5,0,667,73,589,5,0,0,34,0,32,2,292,449,308,93,28,5,1,10,186,0,1,0,1,0,9,0,3,0,1,0,1,10,175,0,12,71,9,4,20,9,0,0,1,3,114,1,0,11,86
2129,Myslowice,śląskie,6562,66,74647,1138,275,272,3,0,0,758,97,656,5,0,0,151,1,98,52,209,432,301,64,21,4,1,5,133,0,2,0,2,1,9,0,2,0,0,0,0,4,122,0,11,132,1,0,34,31,2,0,7,12,152,0,0,2,52
2131,myszkowski,śląskie,47925,479,71396,149,398,367,27,4,0,1230,140,1071,19,0,0,62,1,37,24,105,575,716,179,50,2,0,10,239,0,0,0,0,2,12,0,3,0,1,0,1,8,226,1,18,80,4,2,35,30,0,0,12,70,256,1,1,16,97
284,nakielski,kujawsko-pomorskie,112008,1120,86764,77,355,322,32,1,0,910,87,812,10,1,0,43,2,40,1,228,445,374,156,53,7,2,16,166,0,3,0,1,0,2,0,0,0,0,0,0,16,161,1,14,166,2,9,89,13,1,0,22,9,240,2,0,11,107
1501,namyslowski,opolskie,74818,748,42677,57,328,308,18,1,1,514,47,465,2,0,0,32,1,27,4,179,358,216,74,15,0,0,11,98,0,2,0,1,0,2,0,0,0,0,0,0,11,94,0,9,113,0,0,8,18,3,0,5,4,97,0,1,7,77
2420,nidzicki,warmińsko-mazurskie,96064,961,33239,35,171,164,7,0,0,243,29,214,0,0,0,12,1,10,1,68,156,133,42,15,0,0,9,58,0,0,0,0,1,1,0,0,0,0,0,0,8,57,0,4,58,8,1,15,6,0,0,2,1,67,0,0,3,30
1657,nizanski,podkarpackie,78564,785,66917,85,234,215,18,1,0,544,23,513,8,0,0,18,2,13,3,57,285,329,93,14,0,0,12,99,0,0,0,0,0,2,0,0,0,0,0,0,12,97,0,9,93,11,3,30,11,2,0,14,6,134,1,0,7,34
1234,nowodworski (mazowieckie),mazowieckie,69479,695,79298,114,454,429,23,2,0,831,213,611,7,0,0,121,3,88,30,219,532,397,111,20,4,2,18,154,0,1,0,1,0,2,0,0,0,1,0,0,18,150,0,12,122,4,0,17,9,2,0,5,2,230,1,0,11,49
